TIMESTEP,VTYPE,VID,SAMPLE,RUN,CS,TIME1,DO1,TEMP1,TIME2,DO2,TEMP2,TIME3,DO3,TEMP3,TIME4,DO4,TEMP4,TIME5,DO5,TEMP5,TIME6,DO6,TEMP6,TIME7,DO7,TEMP7,BW (g),WW (g),Diam,Height,GF,SOMF,GF_G,SOMF_SOM,GF_AFG,SOMF_AFSOM,Color,GrazingCorr_gWWperday,TRT,STYPE
1,L,19,SF3B15,8,S,13:48,5.14,12.6,13:54,4.94,12.6,13:58,4.78,12.6,14:03,4.62,12.6,14:07,4.48,12.6,14:11,4.32,12.6,14:16,4.18,12.6,3.8046,23.8315,41,22,,,,,,,,0.599270358,3,S
1,S,1,SF3B16,8,S,13:44,5.28,12.5,13:50,5.18,12.6,13:55,5.04,12.6,13:59,4.94,12.6,14:04,4.83,12.6,14:08,4.7,12.6,14:12,4.6,12.6,0.7656,5.0088,22,14,,,,,,,,0.244142177,3,S
1,S,3,SF3B17,8,S,13:45,5.29,12.6,13:51,4.99,12.6,13:55,4.82,12.6,14:00,4.72,12.6,14:04,4.58,12.6,14:09,4.34,12.6,14:13,4.21,12.6,1.1814,8.0019,29,16,,,,,,,,0.49608676,3,S
1,S,4,SF3B18,8,S,13:45,5.54,12.6,13:51,5.07,12.6,13:56,4.93,12.6,14:00,4.57,12.6,14:04,4.42,12.6,14:09,4.15,12.6,14:13,4,12.6,1.4489,9.1058,30,16,,,,,,,,0.233710135,3,S
1,S,5,SF3C21,8,S,13:46,5.44,12.6,13:51,4.96,12.6,13:56,4.59,12.6,14:00,4.29,12.6,14:05,4.16,12.6,14:09,3.67,12.6,14:14,3.32,12.6,1.7096,11.2416,32,16,,,,,,,,0.040239178,3,S
1,L,20,SF3C22,8,S,13:48,5.54,12.6,13:54,5.35,12.6,13:58,5.22,12.6,14:03,5.1,12.6,14:08,4.99,12.6,14:12,4.89,12.6,14:16,4.79,12.6,2.3056,14.7023,34,18,,,,,,,,2.407943951,3,S
1,S,7,SF3C23,8,S,13:46,6.05,12.6,13:52,5.83,12.6,13:57,5.63,12.6,14:01,5.46,12.6,14:05,5.32,12.6,14:10,5.22,12.6,14:14,5.15,12.6,0.5763,3.4918,20,12,,,,,,,,0.593187195,3,S
1,S,8,SF3C24,8,S,13:46,5.56,12.6,13:52,5.15,12.6,13:57,4.76,12.6,14:01,4.46,12.6,14:06,4.21,12.6,14:10,4.04,12.6,14:14,3.9,12.6,1.4782,10.2833,32,17,,,,,,,,0.568848693,3,S
1,S,9,SF3C25,8,S,13:47,5.86,12.6,13:52,5.62,12.6,13:57,5.46,12.6,14:01,5.34,12.6,14:06,5.19,12.6,14:10,5.09,12.6,14:15,5,12.6,0.6964,4.0204,21,12,,,,,,,,0.401397922,3,S
1,L,21,SF3C26,8,S,13:48,5.72,12.6,13:54,5.41,12.6,13:59,5.19,12.6,14:03,4.99,12.6,14:08,4.81,12.6,14:12,4.64,12.6,14:16,4.48,12.6,3.2678,22.6523,40,25,,,,,,,,1.700521682,3,S
1,S,11,SF3C27,8,S,13:47,6.2,12.6,13:53,5.84,12.6,13:58,5.56,12.6,14:02,5.31,12.6,14:06,5.14,12.6,14:11,4.96,12.6,14:15,4.77,12.6,0.9098,5.2662,24,12,,,,,,,,0.410198103,3,S
1,S,12,SF3C28,8,S,13:48,6.06,12.6,13:53,5.69,12.6,13:58,5.47,12.6,14:02,5.27,12.6,14:07,5.11,12.6,14:11,4.93,12.6,14:15,4.82,12.6,0.9352,5.6508,23,13,,,,,,,,0.660045462,3,S
1,S,6,SF4A01,9,S,9:43,5.15,11.7,9:47,4.83,11.7,9:51,4.65,11.7,9:56,4.31,11.7,10:00,3.88,11.8,10:04,3.67,11.7,10:09,3.5,11.7,2.1164,13.1675,33,16,,,,,,,,0.721090351,4,S
1,L,20,SF4A02,9,S,9:44,4.44,11.7,9:49,4.25,11.7,9:53,4.06,11.7,9:58,3.91,11.8,10:02,3.79,11.7,10:06,3.64,11.7,10:11,3.48,11.7,4.2013,27.4889,40,26,,,,,,,,2.515690929,4,S
1,S,2,SF4A03,9,S,9:41,4.74,11.8,9:46,4.53,11.7,9:50,4.36,11.7,9:55,4.12,11.8,9:59,3.93,11.8,10:03,3.78,11.7,10:08,3.63,11.7,1.5192,9.3626,32,18,,,,,,,,1.085714073,4,S
1,L,21,SF4A04,9,S,9:45,4.71,11.7,9:49,4.53,11.7,9:53,4.37,11.7,9:58,4.21,11.7,10:02,4.07,11.7,10:07,3.94,11.7,10:11,3.8,11.7,2.6634,17.286,34,21,,,,,,,,0.290252805,4,S
1,S,3,SF4A05,9,S,9:42,4.86,11.7,9:46,4.67,11.7,9:50,4.36,11.7,9:55,4.11,11.7,10:00,3.92,11.8,10:04,3.76,11.7,10:08,3.53,11.7,1.5039,9.2923,27,16,,,,,,,,0.577769361,4,S
1,S,4,SF4A06,9,S,9:42,5.24,11.7,9:46,4.96,11.7,9:51,4.77,11.7,9:56,4.59,11.7,10:00,4.49,11.7,10:04,4.39,11.7,10:08,4.29,11.7,0.7405,4.7597,22,12,,,,,,,,0.645633813,4,S
1,S,5,SF4A07,9,S,9:42,4.88,11.7,9:46,4.61,11.7,9:51,4.3,11.7,9:56,3.97,11.7,10:00,3.8,11.7,10:04,3.65,11.7,10:08,3.26,11.7,1.6051,9.5446,28,15,,,,,,,,0.423905651,4,S
1,L,22,SF4A08,9,S,9:45,5.11,11.7,9:49,4.94,11.7,9:54,4.77,11.8,9:59,4.62,11.7,10:03,4.51,11.7,10:07,4.42,11.7,10:11,4.31,11.7,2.3423,15.1407,36,22,,,,,,,,0.876322082,4,S
