TIMESTEP,VTYPE,VID,SAMPLE,RUN,CS,TIME1,DO1,TEMP1,TIME2,DO2,TEMP2,TIME3,DO3,TEMP3,TIME4,DO4,TEMP4,TIME5,DO5,TEMP5,TIME6,DO6,TEMP6,TIME7,DO7,TEMP7,BW (g),WW (g),Diam,Height,GF,SOMF,GF_G,SOMF_SOM,GF_AFG,SOMF_AFSOM,Color,GrazingCorr_gWWperday,TRT,STYPE
4,L,20,1CSF26,40,S,15:01,7.91,12.5,15:07,7.64,12.5,15:12,7.44,12.5,15:18,7.19,12.5,15:23,7.05,12.5,15:29,6.82,12.5,15:35,6.66,12.5,2.6431,17.2911,34,20,1.4436,1.4745,1.5135,6.4896,1.4505,5.7206,NA,0.874410986,1,S
4,S,11,1CSF27,40,S,14:58,7.78,12.5,15:04,7.28,12.5,15:10,6.79,12.5,15:16,6.44,12.5,15:21,6.04,12.5,15:27,5.69,12.5,15:33,5.19,12.5,1.9873,12.8854,30,16,1.4333,1.3027,1.5132,4.9865,1.4412,4.4112,NA,0.609293044,1,S
4,S,1,2ASF01,44,S,13:50,6.09,12.2,13:55,5.97,12.1,13:59,5.83,12.1,14:03,5.63,12.2,14:07,5.52,12.2,14:11,5.39,12.2,14:14,5.29,12.2,1.1127,6.8111,23,13,1.3997,1.2339,1.2664,3.4823,NA,3.1571,NA,0.126921315,2,S
4,S,2,2ASF04,44,S,13:51,6.19,12.1,13:55,6.14,12.1,13:59,6.1,12.2,14:04,6.06,12.1,14:07,5.93,12.2,14:11,5.83,12.1,14:15,5.69,12.2,1.0484,6.273,24,14,1.3222,1.27,1.2788,3.2888,1.2385,2.9837,NA,0.445238386,2,S
4,S,3,2ASF05,44,S,13:51,6.05,12.2,13:55,5.86,12.2,13:59,5.7,12.2,14:04,5.57,12.1,14:08,5.5,12.2,14:11,5.39,12.2,14:15,5.31,12.2,0.9037,6.5308,23,13,1.2988,1.3796,1.3966,3.0536,1.2711,2.7567,NA,0.894893235,2,S
4,S,5,2ASF06,44,S,13:51,6.18,12.1,13:56,6.03,12.1,14:00,5.89,12.2,14:04,5.75,12.2,14:08,5.64,12.2,14:12,5.52,12.2,14:15,5.43,12.2,0.9448,5.7272,22,14,1.5552,1.4184,1.4278,3.35,1.3818,3.0785,NA,0.272991493,2,S
4,S,6,2ASF08,44,S,13:52,6.21,12.1,13:56,6.11,12.1,14:00,5.97,12.2,14:05,5.87,12.2,14:09,5.79,12.2,14:12,5.71,12.2,14:16,5.64,12.2,0.7057,4.3248,21,12,1.3941,1.4308,1.4362,2.6892,1.417,2.4863,NA,0.063111432,2,S
4,S,7,2BSF11,44,S,13:52,6.08,12.1,13:56,5.87,12.2,14:01,5.7,12.2,14:05,5.56,12.2,14:09,5.44,12.2,14:12,5.33,12.2,14:16,5.21,12.2,0.9216,5.4937,23,13,1.2652,1.3394,1.3637,3.0156,1.43,2.721,NA,0.556609494,2,S
4,S,9,2BSF12,44,S,13:52,6.34,12.1,13:57,6.1,12.1,14:01,5.9,12.2,14:05,5.76,12.2,14:09,5.51,12.2,14:13,5.34,12.2,14:16,5.21,12.1,1.7383,9.9224,28,16,1.6499,1.6351,1.7023,4.8753,1.3398,4.3772,NA,1.451195745,2,S
4,S,10,2BSF13,44,S,13:53,6.45,12.2,13:58,6.26,12.2,14:01,6.14,12.2,14:06,5.99,12.2,14:10,5.86,12.2,14:13,5.79,12.2,14:17,5.7,12.1,0.6957,4.255,21,11,1.7381,1.6185,1.6302,3.0666,1.6416,2.8463,NA,0.699993491,2,S
4,S,11,2BSF14,44,S,13:53,6.47,12.2,13:58,6.27,12.2,14:02,6.06,12.1,14:06,5.85,12.2,14:10,5.68,12.2,14:13,5.53,12.2,14:17,5.43,12.1,1.6146,9.1878,26,15,1.5496,1.4742,1.5083,4.5121,1.6192,4.0763,NA,0.224989185,2,S
4,L,17,2BSF15,44,S,13:54,6.67,12.1,13:58,6.53,12.2,14:02,6.4,12.1,14:07,6.27,12.2,14:10,6.17,12.2,14:14,6.09,12.2,14:17,5.99,12.1,1.8629,10.842,29,19,1.453,1.2221,1.2998,4.9362,1.4773,4.3862,NA,0.740286443,2,S
4,S,1,2BSF16,45,S,14:41,5.99,12.1,14:47,5.85,12.1,14:51,5.58,12.1,14:55,5.47,12.1,15:00,5.43,12.1,15:06,5.19,12.1,15:11,5.04,12.1,1.3393,7.9986,26,13,1.388,1.3185,1.3594,3.867,1.2288,3.4743,NA,0.976120152,2,S
4,S,2,2BSF17,45,S,14:42,6.41,12.1,14:47,6.15,12.1,14:52,5.97,12.1,14:56,5.76,12.1,15:00,5.54,12.1,15:07,5.34,12.1,15:11,5.3,12.1,1.5185,8.7556,27,14,1.5082,1.4488,1.4981,4.2815,1.322,3.8488,NA,0.238111882,2,S
